,model,source,target,similarity
6697,Real,128730,128730,0.0
6698,Real,014476,014476,0.0
6699,Real,149536,149536,0.0
6700,Real,179095,179095,0.0
6701,Real,045060,045060,0.0
6702,Real,007038,007038,0.0
6703,Real,199769,199769,0.0
6704,Real,060710,060710,0.0
6705,Real,111610,111610,0.0
6706,Real,027985,027985,0.0
6707,Real,082289,082289,0.0
6708,Real,116035,116035,0.0
6709,Real,138334,138334,0.0
6710,Real,060556,060556,0.0
6711,Real,149626,149626,0.0
6712,Real,195419,195419,0.0
6713,Real,060872,060872,0.0
6714,Real,066590,066590,0.0
6715,Real,035148,035148,0.0
6716,Real,074320,074320,0.0
6717,Real,158548,158548,0.0
6718,Real,126598,126598,0.0
6719,Real,031638,031638,0.0
6720,Real,152249,152249,0.0
6721,Real,019224,019224,0.0
6722,Real,187271,187271,0.0
6723,Real,026462,026462,0.0
6724,Real,157394,157394,0.0
6725,Real,174167,174167,0.0
6726,Real,058549,058549,0.0
6727,Real,184628,184628,0.0
6728,Real,036407,036407,0.0
6729,Real,193951,193951,0.0
6730,Real,153924,153924,0.0
6731,Real,005557,005557,0.0
6732,Real,166535,166535,0.0
6733,Real,181841,181841,0.0
6734,Real,013581,013581,0.0
6735,Real,191797,191797,0.0
6736,Real,029339,029339,0.0
6737,Real,184779,184779,0.0
6738,Real,143129,143129,0.0
6739,Real,185580,185580,0.0
6740,Real,161482,161482,0.0
6741,Real,052468,052468,0.0
6742,Real,129832,129832,0.0
6743,Real,030810,030810,0.0
6744,Real,118419,118419,0.0
6745,Real,122205,122205,0.0
6746,Real,092939,092939,0.0
6747,Real,126094,126094,0.0
6748,Real,086966,086966,0.0
6749,Real,186211,186211,0.0
6750,Real,128356,128356,0.0
6751,Real,100669,100669,0.0
6752,Real,162825,162825,0.0
6753,Real,074797,074797,0.0
6754,Real,038349,038349,0.0
6755,Real,119405,119405,0.0
6756,Real,193634,193634,0.0
6757,Real,043121,043121,0.0
6758,Real,138644,138644,0.0
6759,Real,144073,144073,0.0
6760,Real,127300,127300,0.0
6761,Real,093899,093899,0.0
6762,Real,019106,019106,0.0
6763,Real,170154,170154,0.0
6764,Real,004545,004545,0.0
6765,Real,054529,054529,0.0
6766,Real,108765,108765,0.0
6767,Real,104705,104705,0.0
6768,Real,117226,117226,0.0
6769,Real,078086,078086,0.0
6770,Real,043591,043591,0.0
6771,Real,114521,114521,0.0
6772,Real,195934,195934,0.0
6773,Real,007749,007749,0.0
6774,Real,152467,152467,0.0
6775,Real,019929,019929,0.0
6776,Real,056117,056117,0.0
6777,Real,134205,134205,0.0
6778,Real,150492,150492,0.0
6779,Real,128666,128666,0.0
6780,Real,113648,113648,0.0
6781,Real,025123,025123,0.0
6782,Real,159064,159064,0.0
6783,Real,036710,036710,0.0
6784,Real,004703,004703,0.0
6785,Real,178966,178966,0.0
6786,Real,065826,065826,0.0
6787,Real,079278,079278,0.0
6788,Real,065795,065795,0.0
6789,Real,121000,121000,0.0
6790,Real,113524,113524,0.0
6791,Real,012180,012180,0.0
6792,Real,132564,132564,0.0
6793,Real,183230,183230,0.0
6794,Real,003773,003773,0.0
6795,Real,124215,124215,0.0
6796,Real,033736,033736,0.0
6797,Real,003701,003701,0.0
6798,Real,063443,063443,0.0
6799,Real,138568,138568,0.0
6800,Real,054927,054927,0.0
6801,Real,158465,158465,0.0
6802,Real,148633,148633,0.0
6803,Real,117103,117103,0.0
6804,Real,137545,137545,0.0
6805,Real,067306,067306,0.0
6806,Real,072393,072393,0.0
6807,Real,103361,103361,0.0
6808,Real,147889,147889,0.0
6809,Real,070656,070656,0.0
6810,Real,176581,176581,0.0
6811,Real,057674,057674,0.0
6812,Real,094289,094289,0.0
6813,Real,042804,042804,0.0
6814,Real,076980,076980,0.0
6815,Real,049868,049868,0.0
6816,Real,153762,153762,0.0
6817,Real,077944,077944,0.0
6818,Real,194870,194870,0.0
6819,Real,083688,083688,0.0
6820,Real,057395,057395,0.0
6821,Real,185719,185719,0.0
6822,Real,078967,078967,0.0
6823,Real,140163,140163,0.0
6824,Real,017781,017781,0.0
6825,Real,130369,130369,0.0
6826,Real,175023,175023,0.0
6827,Real,015315,015315,0.0
6828,Real,167398,167398,0.0
6829,Real,061387,061387,0.0
6830,Real,013917,013917,0.0
6831,Real,149503,149503,0.0
6832,Real,096578,096578,0.0
6833,Real,004075,004075,0.0
6834,Real,068660,068660,0.0
6835,Real,056296,056296,0.0
6836,Real,070183,070183,0.0
6837,Real,014146,014146,0.0
6838,Real,110398,110398,0.0
6839,Real,162850,162850,0.0
6840,Real,151507,151507,0.0
6841,Real,098998,098998,0.0
6842,Real,010755,010755,0.0
6843,Real,066541,066541,0.0
6844,Real,044151,044151,0.0
6845,Real,134506,134506,0.0
6846,Real,087658,087658,0.0
6847,Real,155003,155003,0.0
6848,Real,161771,161771,0.0
6849,Real,103624,103624,0.0
6850,Real,156684,156684,0.0
6851,Real,062320,062320,0.0
6852,Real,055706,055706,0.0
6853,Real,093873,093873,0.0
6854,Real,147094,147094,0.0
6855,Real,125034,125034,0.0
6856,Real,038569,038569,0.0
6857,Real,177241,177241,0.0
6858,Real,043622,043622,0.0
6859,Real,059555,059555,0.0
6860,Real,022489,022489,0.0
6861,Real,095549,095549,0.0
6862,Real,016503,016503,0.0
6863,Real,141562,141562,0.0
6864,Real,155623,155623,0.0
6865,Real,015774,015774,0.0
6866,Real,139095,139095,0.0
6867,Real,012413,012413,0.0
6868,Real,168614,168614,0.0
6869,Real,191312,191312,0.0
6870,Real,140091,140091,0.0
6871,Real,160559,160559,0.0
6872,Real,138399,138399,0.0
6873,Real,024897,024897,0.0
6874,Real,020400,020400,0.0
6875,Real,070772,070772,0.0
6876,Real,152613,152613,0.0
6877,Real,168351,168351,0.0
6878,Real,119132,119132,0.0
6879,Real,003650,003650,0.0
6880,Real,008522,008522,0.0
6881,Real,117647,117647,0.0
6882,Real,064789,064789,0.0
6883,Real,181724,181724,0.0
6884,Real,145407,145407,0.0
6885,Real,097267,097267,0.0
6886,Real,146263,146263,0.0
6887,Real,102921,102921,0.0
6888,Real,019223,019223,0.0
6889,Real,087798,087798,0.0
6890,Real,184249,184249,0.0
6891,Real,181559,181559,0.0
6892,Real,069434,069434,0.0
6893,Real,011901,011901,0.0
6894,Real,106173,106173,0.0
6895,Real,085473,085473,0.0
6896,Real,125048,125048,0.0
6897,Real,196813,196813,0.0
6898,Real,049290,049290,0.0
6899,Real,017269,017269,0.0
6900,Real,056904,056904,0.0
6901,Real,025325,025325,0.0
6902,Real,138333,138333,0.0
6903,Real,191662,191662,0.0
6904,Real,050837,050837,0.0
6905,Real,092655,092655,0.0
6906,Real,074042,074042,0.0
6907,Real,073381,073381,0.0
6908,Real,089482,089482,0.0
6909,Real,084189,084189,0.0
6910,Real,012072,012072,0.0
6911,Real,073047,073047,0.0
6912,Real,117848,117848,0.0
6913,Real,079166,079166,0.0
6914,Real,060066,060066,0.0
6915,Real,036142,036142,0.0
6916,Real,160015,160015,0.0
6917,Real,127630,127630,0.0
6918,Real,158155,158155,0.0
6919,Real,029957,029957,0.0
6920,Real,096099,096099,0.0
6921,Real,127403,127403,0.0
6922,Real,073792,073792,0.0
6923,Real,092234,092234,0.0
6924,Real,107909,107909,0.0
6925,Real,157834,157834,0.0
6926,Real,089683,089683,0.0
6927,Real,084248,084248,0.0
6928,Real,020989,020989,0.0
6929,Real,006893,006893,0.0
6930,Real,034037,034037,0.0
6931,Real,091906,091906,0.0
6932,Real,142695,142695,0.0
6933,Real,114985,114985,0.0
6934,Real,027288,027288,0.0
6935,Real,149415,149415,0.0
6936,Real,040794,040794,0.0
6937,Real,141910,141910,0.0
6938,Real,119306,119306,0.0
6939,Real,094404,094404,0.0
6940,Real,048959,048959,0.0
6941,Real,032517,032517,0.0
6942,Real,041847,041847,0.0
6943,Real,035335,035335,0.0
6944,Real,078836,078836,0.0
6945,Real,068350,068350,0.0
6946,Real,058947,058947,0.0
6947,Real,170619,170619,0.0
6948,Real,085986,085986,0.0
6949,Real,100118,100118,0.0
6950,Real,068743,068743,0.0
6951,Real,150495,150495,0.0
6952,Real,111900,111900,0.0
6953,Real,175210,175210,0.0
6954,Real,005957,005957,0.0
6955,Real,041170,041170,0.0
6956,Real,171309,171309,0.0
6957,Real,149125,149125,0.0
6958,Real,114018,114018,0.0
6959,Real,013716,013716,0.0
6960,Real,162160,162160,0.0
6961,Real,116350,116350,0.0
6962,Real,094108,094108,0.0
6963,Real,095360,095360,0.0
6964,Real,179092,179092,0.0
6965,Real,097788,097788,0.0
6966,Real,134481,134481,0.0
6967,Real,171010,171010,0.0
6968,Real,022094,022094,0.0
6969,Real,028035,028035,0.0
6970,Real,159250,159250,0.0
6971,Real,128380,128380,0.0
6972,Real,143160,143160,0.0
6973,Real,016323,016323,0.0
6974,Real,021467,021467,0.0
6975,Real,146174,146174,0.0
6976,Real,175175,175175,0.0
6977,Real,155155,155155,0.0
6978,Real,041725,041725,0.0
6979,Real,010172,010172,0.0
6980,Real,111733,111733,0.0
6981,Real,136519,136519,0.0
6982,Real,196189,196189,0.0
6983,Real,055292,055292,0.0
6984,Real,137233,137233,0.0
6985,Real,040162,040162,0.0
6986,Real,197557,197557,0.0
6987,Real,199604,199604,0.0
6988,Real,127010,127010,0.0
6989,Real,083701,083701,0.0
6990,Real,148371,148371,0.0
6991,Real,081891,081891,0.0
6992,Real,193014,193014,0.0
6993,Real,034384,034384,0.0
6994,Real,089594,089594,0.0
6995,Real,042224,042224,0.0
6996,Real,187093,187093,0.0
6997,Real,147045,147045,0.0
6998,Real,051573,051573,0.0
6999,Real,120557,120557,0.0
7000,Real,184777,184777,0.0
7001,Real,199135,199135,0.0
7002,Real,165794,165794,0.0
7003,Real,172516,172516,0.0
7004,Real,189460,189460,0.0
7005,Real,194257,194257,0.0
7006,Real,082639,082639,0.0
7007,Real,158597,158597,0.0
7008,Real,178024,178024,0.0
7009,Real,099216,099216,0.0
7010,Real,022972,022972,0.0
7011,Real,101698,101698,0.0
7012,Real,123678,123678,0.0
7013,Real,134616,134616,0.0
7014,Real,085632,085632,0.0
7015,Real,009248,009248,0.0
7016,Real,103353,103353,0.0
7017,Real,053874,053874,0.0
7018,Real,162506,162506,0.0
7019,Real,129896,129896,0.0
7020,Real,077626,077626,0.0
7021,Real,201470,201470,0.0
7022,Real,060220,060220,0.0
7023,Real,080090,080090,0.0
7024,Real,140743,140743,0.0
7025,Real,184621,184621,0.0
7026,Real,086968,086968,0.0
7027,Real,164786,164786,0.0
7028,Real,034203,034203,0.0
7029,Real,181394,181394,0.0
7030,Real,149995,149995,0.0
7031,Real,009866,009866,0.0
7032,Real,100826,100826,0.0
7033,Real,113719,113719,0.0
7034,Real,148809,148809,0.0
7035,Real,040041,040041,0.0
7036,Real,152181,152181,0.0
7037,Real,149186,149186,0.0
7038,Real,056041,056041,0.0
7039,Real,169054,169054,0.0
7040,Real,063050,063050,0.0
7041,Real,111423,111423,0.0
7042,Real,063396,063396,0.0
7043,Real,016110,016110,0.0
7044,Real,196979,196979,0.0
7045,Real,096737,096737,0.0
7046,Real,060303,060303,0.0
7047,Real,103689,103689,0.0
7048,Real,010966,010966,0.0
7049,Real,003708,003708,0.0
7050,Real,063892,063892,0.0
7051,Real,140669,140669,0.0
7052,Real,179270,179270,0.0
7053,Real,038478,038478,0.0
7054,Real,012945,012945,0.0
7055,Real,154769,154769,0.0
7056,Real,165852,165852,0.0
7057,Real,126708,126708,0.0
7058,Real,074203,074203,0.0
7059,Real,085522,085522,0.0
7060,Real,034451,034451,0.0
7061,Real,000820,000820,0.0
7062,Real,041267,041267,0.0
7063,Real,118004,118004,0.0
7064,Real,079456,079456,0.0
7065,Real,014019,014019,0.0
7066,Real,016275,016275,0.0
7067,Real,138058,138058,0.0
7068,Real,092365,092365,0.0
7069,Real,067528,067528,0.0
7070,Real,177994,177994,0.0
7071,Real,169395,169395,0.0
7072,Real,170701,170701,0.0
7073,Real,038728,038728,0.0
7074,Real,069266,069266,0.0
7075,Real,054019,054019,0.0
7076,Real,082803,082803,0.0
7077,Real,002927,002927,0.0
7078,Real,124840,124840,0.0
7079,Real,101897,101897,0.0
7080,Real,107823,107823,0.0
7081,Real,193633,193633,0.0
7082,Real,103425,103425,0.0
7083,Real,190088,190088,0.0
7084,Real,011749,011749,0.0
7085,Real,067222,067222,0.0
7086,Real,146022,146022,0.0
7087,Real,076762,076762,0.0
7088,Real,111355,111355,0.0
7089,Real,163219,163219,0.0
7090,Real,042927,042927,0.0
7091,Real,014141,014141,0.0
7092,Real,124082,124082,0.0
7093,Real,027954,027954,0.0
7094,Real,058079,058079,0.0
7095,Real,116359,116359,0.0
7096,Real,018659,018659,0.0
7097,Real,196854,196854,0.0
7098,Real,005922,005922,0.0
7099,Real,046175,046175,0.0
7100,Real,009993,009993,0.0
7101,Real,070948,070948,0.0
7102,Real,012461,012461,0.0
7103,Real,162368,162368,0.0
7104,Real,044040,044040,0.0
7105,Real,035892,035892,0.0
7106,Real,195314,195314,0.0
7107,Real,087481,087481,0.0
7108,Real,074617,074617,0.0
7109,Real,005981,005981,0.0
7110,Real,169013,169013,0.0
7111,Real,095236,095236,0.0
7112,Real,129028,129028,0.0
7113,Real,068032,068032,0.0
7114,Real,175217,175217,0.0
7115,Real,016351,016351,0.0
7116,Real,011663,011663,0.0
7117,Real,145587,145587,0.0
7118,Real,159928,159928,0.0
7119,Real,141834,141834,0.0
7120,Real,043418,043418,0.0
7121,Real,029607,029607,0.0
7122,Real,031479,031479,0.0
7123,Real,105518,105518,0.0
7124,Real,201644,201644,0.0
7125,Real,042471,042471,0.0
7126,Real,151972,151972,0.0
7127,Real,176691,176691,0.0
7128,Real,026533,026533,0.0
7129,Real,118546,118546,0.0
7130,Real,105283,105283,0.0
7131,Real,111424,111424,0.0
7132,Real,064609,064609,0.0
7133,Real,071470,071470,0.0
7134,Real,089297,089297,0.0
7135,Real,098411,098411,0.0
7136,Real,037654,037654,0.0
7137,Real,200689,200689,0.0
7138,Real,058128,058128,0.0
7139,Real,182585,182585,0.0
7140,Real,190726,190726,0.0
7141,Real,049206,049206,0.0
7142,Real,090080,090080,0.0
7143,Real,098295,098295,0.0
7144,Real,101339,101339,0.0
7145,Real,137993,137993,0.0
7146,Real,128200,128200,0.0
7147,Real,126949,126949,0.0
7148,Real,135837,135837,0.0
7149,Real,148556,148556,0.0
7150,Real,075218,075218,0.0
7151,Real,192157,192157,0.0
7152,Real,148717,148717,0.0
7153,Real,157433,157433,0.0
7154,Real,071225,071225,0.0
7155,Real,062042,062042,0.0
7156,Real,163631,163631,0.0
7157,Real,038443,038443,0.0
7158,Real,178784,178784,0.0
7159,Real,078492,078492,0.0
7160,Real,003292,003292,0.0
7161,Real,023915,023915,0.0
7162,Real,009593,009593,0.0
7163,Real,092189,092189,0.0
7164,Real,082062,082062,0.0
7165,Real,091574,091574,0.0
7166,Real,172674,172674,0.0
7167,Real,197446,197446,0.0
7168,Real,075134,075134,0.0
7169,Real,068667,068667,0.0
7170,Real,183707,183707,0.0
7171,Real,147039,147039,0.0
7172,Real,084299,084299,0.0
7173,Real,087205,087205,0.0
7174,Real,168046,168046,0.0
7175,Real,015360,015360,0.0
7176,Real,119198,119198,0.0
7177,Real,155941,155941,0.0
7178,Real,093253,093253,0.0
7179,Real,141890,141890,0.0
7180,Real,052930,052930,0.0
7181,Real,030465,030465,0.0
7182,Real,192536,192536,0.0
7183,Real,103999,103999,0.0
7184,Real,031644,031644,0.0
7185,Real,052124,052124,0.0
7186,Real,007791,007791,0.0
7187,Real,021232,021232,0.0
7188,Real,059258,059258,0.0
7189,Real,192001,192001,0.0
7190,Real,133041,133041,0.0
7191,Real,050604,050604,0.0
7192,Real,159638,159638,0.0
7193,Real,195948,195948,0.0
7194,Real,165737,165737,0.0
7195,Real,076809,076809,0.0
7196,Real,047382,047382,0.0
7197,Real,147619,147619,0.0
7198,Real,066245,066245,0.0
7199,Real,038960,038960,0.0
7200,Real,025828,025828,0.0
7201,Real,186560,186560,0.0
7202,Real,089866,089866,0.0
7203,Real,057269,057269,0.0
7204,Real,061860,061860,0.0
7205,Real,154405,154405,0.0
7206,Real,092000,092000,0.0
7207,Real,045640,045640,0.0
7208,Real,179906,179906,0.0
7209,Real,182196,182196,0.0
7210,Real,191161,191161,0.0
7211,Real,075831,075831,0.0
7212,Real,015153,015153,0.0
7213,Real,076556,076556,0.0
7214,Real,097338,097338,0.0
7215,Real,134459,134459,0.0
7216,Real,111535,111535,0.0
7217,Real,066239,066239,0.0
7218,Real,072104,072104,0.0
7219,Real,013711,013711,0.0
7220,Real,149232,149232,0.0
7221,Real,042190,042190,0.0
7222,Real,033426,033426,0.0
7223,Real,202565,202565,0.0
7224,Real,018949,018949,0.0
7225,Real,036958,036958,0.0
7226,Real,180660,180660,0.0
7227,Real,130535,130535,0.0
7228,Real,011973,011973,0.0
7229,Real,055464,055464,0.0
7230,Real,057835,057835,0.0
7231,Real,104812,104812,0.0
7232,Real,147610,147610,0.0
7233,Real,034665,034665,0.0
7234,Real,091038,091038,0.0
7235,Real,021936,021936,0.0
7236,Real,139321,139321,0.0
7237,Real,061073,061073,0.0
7238,Real,154011,154011,0.0
7239,Real,153958,153958,0.0
7240,Real,135494,135494,0.0
7241,Real,008632,008632,0.0
7242,Real,165110,165110,0.0
7243,Real,072649,072649,0.0
7244,Real,099134,099134,0.0
7245,Real,095154,095154,0.0
7246,Real,156111,156111,0.0
7247,Real,057673,057673,0.0
7248,Real,084151,084151,0.0
7249,Real,162169,162169,0.0
7250,Real,198245,198245,0.0
7251,Real,069672,069672,0.0
7252,Real,004813,004813,0.0
7253,Real,200941,200941,0.0
7254,Real,119262,119262,0.0
7255,Real,117441,117441,0.0
7256,Real,023753,023753,0.0
7257,Real,001054,001054,0.0
7258,Real,195772,195772,0.0
7259,Real,123089,123089,0.0
7260,Real,092792,092792,0.0
7261,Real,141055,141055,0.0
7262,Real,173200,173200,0.0
7263,Real,020580,020580,0.0
7264,Real,003596,003596,0.0
7265,Real,105648,105648,0.0
7266,Real,109621,109621,0.0
7267,Real,167148,167148,0.0
7268,Real,177778,177778,0.0
7269,Real,077117,077117,0.0
7270,Real,080504,080504,0.0
7271,Real,050024,050024,0.0
7272,Real,019527,019527,0.0
7273,Real,132759,132759,0.0
7274,Real,129757,129757,0.0
7275,Real,173097,173097,0.0
7276,Real,112705,112705,0.0
7277,Real,128090,128090,0.0
7278,Real,017435,017435,0.0
7279,Real,056356,056356,0.0
7280,Real,115997,115997,0.0
7281,Real,021595,021595,0.0
7282,Real,158934,158934,0.0
7283,Real,150174,150174,0.0
7284,Real,086262,086262,0.0
7285,Real,066533,066533,0.0
7286,Real,007974,007974,0.0
7287,Real,118092,118092,0.0
7288,Real,014280,014280,0.0
7289,Real,135568,135568,0.0
7290,Real,043540,043540,0.0
7291,Real,019952,019952,0.0
7292,Real,073660,073660,0.0
7293,Real,092246,092246,0.0
7294,Real,042289,042289,0.0
7295,Real,031760,031760,0.0
7296,Real,136522,136522,0.0
7297,Real,000209,000209,0.0
7298,Real,187746,187746,0.0
7299,Real,120060,120060,0.0
7300,Real,103184,103184,0.0
7301,Real,086513,086513,0.0
7302,Real,196970,196970,0.0
7303,Real,063173,063173,0.0
7304,Real,147823,147823,0.0
7305,Real,118184,118184,0.0
7306,Real,047735,047735,0.0
7307,Real,192992,192992,0.0
7308,Real,082190,082190,0.0
7309,Real,066184,066184,0.0
7310,Real,080048,080048,0.0
7311,Real,138566,138566,0.0
7312,Real,131714,131714,0.0
7313,Real,200624,200624,0.0
7314,Real,044861,044861,0.0
7315,Real,000971,000971,0.0
7316,Real,104531,104531,0.0
7317,Real,140206,140206,0.0
7318,Real,129781,129781,0.0
7319,Real,069268,069268,0.0
7320,Real,143546,143546,0.0
7321,Real,102636,102636,0.0
7322,Real,171059,171059,0.0
7323,Real,042017,042017,0.0
7324,Real,192621,192621,0.0
7325,Real,113923,113923,0.0
7326,Real,066242,066242,0.0
7327,Real,158167,158167,0.0
7328,Real,023264,023264,0.0
7329,Real,062292,062292,0.0
7330,Real,001898,001898,0.0
7331,Real,109247,109247,0.0
7332,Real,118462,118462,0.0
7333,Real,091115,091115,0.0
7334,Real,156736,156736,0.0
7335,Real,151037,151037,0.0
7336,Real,120377,120377,0.0
7337,Real,093473,093473,0.0
7338,Real,085408,085408,0.0
7339,Real,022880,022880,0.0
7340,Real,036378,036378,0.0
7341,Real,147037,147037,0.0
7342,Real,020641,020641,0.0
7343,Real,062456,062456,0.0
7344,Real,176060,176060,0.0
7345,Real,132722,132722,0.0
7346,Real,034113,034113,0.0
7347,Real,157345,157345,0.0
7348,Real,125976,125976,0.0
7349,Real,144770,144770,0.0
7350,Real,160922,160922,0.0
7351,Real,069083,069083,0.0
7352,Real,013144,013144,0.0
7353,Real,052072,052072,0.0
7354,Real,099642,099642,0.0
7355,Real,156234,156234,0.0
7356,Real,195541,195541,0.0
7357,Real,088716,088716,0.0
7358,Real,199877,199877,0.0
7359,Real,014714,014714,0.0
7360,Real,065091,065091,0.0
7361,Real,160060,160060,0.0
7362,Real,046023,046023,0.0
7363,Real,085557,085557,0.0
7364,Real,007732,007732,0.0
7365,Real,055816,055816,0.0
7366,Real,097757,097757,0.0
7367,Real,082197,082197,0.0
7368,Real,034858,034858,0.0
7369,Real,196669,196669,0.0
7370,Real,043231,043231,0.0
7371,Real,097283,097283,0.0
7372,Real,160873,160873,0.0
7373,Real,096860,096860,0.0
7374,Real,107900,107900,0.0
7375,Real,085718,085718,0.0
7376,Real,169449,169449,0.0
7377,Real,193923,193923,0.0
7378,Real,080668,080668,0.0
7379,Real,085763,085763,0.0
7380,Real,029899,029899,0.0
7381,Real,195590,195590,0.0
7382,Real,007901,007901,0.0
7383,Real,031894,031894,0.0
7384,Real,061235,061235,0.0
7385,Real,092468,092468,0.0
7386,Real,091573,091573,0.0
7387,Real,132068,132068,0.0
7388,Real,155036,155036,0.0
7389,Real,113872,113872,0.0
7390,Real,011425,011425,0.0
7391,Real,040048,040048,0.0
7392,Real,043935,043935,0.0
7393,Real,174825,174825,0.0
7394,Real,096090,096090,0.0
7395,Real,087036,087036,0.0
7396,Real,199250,199250,0.0
7397,Real,053473,053473,0.0
7398,Real,156743,156743,0.0
7399,Real,066462,066462,0.0
7400,Real,167190,167190,0.0
7401,Real,096503,096503,0.0
7402,Real,026934,026934,0.0
7403,Real,047506,047506,0.0
7404,Real,122354,122354,0.0
7405,Real,166161,166161,0.0
7406,Real,163334,163334,0.0
7407,Real,085806,085806,0.0
7408,Real,145255,145255,0.0
7409,Real,071982,071982,0.0
7410,Real,171721,171721,0.0
7411,Real,113061,113061,0.0
7412,Real,061944,061944,0.0
